#{"t_start": 1745507245.0666947, "env_id": "None"}
r,l,t
12.203366,19,6515.391768
2.0177658,3,6516.578981
30.113638,40,6517.638845
29.025984,40,6530.425889
26.421432,36,6532.21944
28.49063,40,6535.335679
29.510082,40,6536.534186
27.494099,40,6554.039737
29.731176,40,6555.736573
29.44528,40,6559.259058
30.93554,40,6560.070386
11.134911,16,6566.616973
14.264566,21,6569.467291
28.736032,40,6573.138254
30.776295,40,6574.68776
28.225971,40,6585.600602
27.869349,40,6589.645241
29.249456,40,6593.815408
28.065395,40,6596.324308
28.936651,40,6607.272454
29.195522,40,6610.381247
27.826782,40,6613.818357
13.87134,18,6615.702838
27.956402,40,6615.702889
8.583037,13,6621.720583
30.002253,40,6631.612341
29.181513,40,6635.989859
29.599922,40,6638.378681
29.107664,40,6644.590966
4.928078,6,6647.361682
28.446703,40,6652.39563
25.04101,35,6654.776141
27.910461,40,6655.174206
13.732796,20,6661.392699
30.694145,40,6667.51633
28.47193,40,6677.476568
27.471796,40,6678.057667
26.957373,40,6683.545812
29.516373,40,6687.660387
27.603363,40,6694.419418
27.004562,40,6694.824048
30.418257,40,6700.373947
28.447668,40,6705.531587
28.377674,40,6714.455475
29.379606,40,6715.03144
30.225166,40,6720.723713
2.6444445,4,6722.571332
30.181536,40,6725.348859
8.426814,12,6727.586044
5.825589,9,6729.140576
30.84625,40,6732.225985
29.269722,40,6732.61506
29.625452,40,6749.369004
29.627464,40,6751.098258
31.283669,40,6755.160361
29.135853,40,6755.735755
27.928886,40,6769.670669
28.116207,40,6771.398281
27.38303,40,6774.360414
30.266136,40,6774.755024
29.10614,40,6788.012256
30.888042,40,6789.753646
30.136036,40,6793.777755
29.357302,40,6794.430049
13.268014,20,6801.654392
11.938594,17,6804.896648
21.103596,29,6809.993548
29.535242,40,6810.600818
27.957104,40,6820.767626
30.52902,40,6823.518095
6.839189,9,6825.328251
29.93846,40,6828.328118
30.067352,40,6828.91609
14.179432,20,6838.158859
4.690148,7,6842.238907
29.202364,40,6843.468181
29.75411,40,6845.993475
30.88227,40,6850.219149
16.980864,24,6857.596315
3.3312716,5,6859.785602
27.046207,40,6862.616298
29.776365,40,6863.457522
29.059006,39,6868.693117
28.938574,40,6878.051481
28.603348,40,6880.853593
27.916374,40,6882.143983
5.1966805,8,6888.201986
30.401884,40,6890.209702
29.469376,40,6901.355474
29.199474,40,6903.872044
29.488396,40,6908.694034
27.86596,40,6910.136042
15.242742,20,6911.011069
28.668634,40,6922.490952
5.0045476,8,6925.672436
29.914175,40,6926.896774
29.625542,40,6928.705609
28.931286,40,6929.883438
14.404817,21,6939.080507
31.737877,40,6949.696281
27.868546,40,6954.483362
27.912544,40,6955.220057
27.31623,40,6961.758212
29.93604,40,6972.211054
27.513903,40,6974.07548
27.360806,40,6975.317577
8.537093,12,6981.509908
27.29403,40,6983.974122
13.932433,20,6994.041908
27.071238,40,6994.620735
27.293459,40,6996.735068
27.26988,40,7001.626007
28.580011,40,7014.648957
28.758793,40,7015.117884
27.690159,40,7017.135232
29.78028,40,7023.235906
28.514606,40,7037.080087
29.76082,40,7037.464026
27.049698,40,7039.38419
29.577997,40,7044.397833
23.092075,34,7052.518303
28.090794,40,7056.058488
26.933134,39,7057.65518
29.44913,40,7139.260208
27.025969,40,7150.572448
29.560148,40,7154.509653
30.956923,40,7156.155929
27.49152,40,7161.405203
32.316235,40,7169.714982
27.644283,40,7173.714921
27.671005,40,7175.246502
30.262556,40,7180.338397
29.360823,40,7191.354949
27.405235,40,7195.701625
29.88802,40,7198.50312
28.73857,40,7203.62891
30.02749,40,7212.206461
27.571838,40,7215.363481
29.37584,40,7217.773736
29.47193,40,7222.572611
29.20524,40,7231.508712
29.13786,40,7235.74492
28.625301,40,7238.048869
26.959309,40,7244.396699
28.98101,40,7252.205109
29.560806,40,7255.077147
27.93256,40,7257.224833
10.510449,14,7261.30462
27.670414,40,7261.881152
29.556768,40,7270.034254
29.448172,40,7274.340916
27.134596,40,7280.032225
27.094149,40,7280.619228
28.692257,40,7291.023517
28.760698,40,7295.388512
28.782349,40,7301.329499
28.91637,40,7301.886442
30.49147,40,7310.969814
31.08763,40,7315.428559
24.042639,34,7317.409627
27.44667,40,7319.978636
10.27056,14,7321.301886
27.471788,40,7329.801235
28.423544,40,7338.195632
27.758528,40,7341.827422
29.425983,40,7343.086235
1.9090531,3,7344.666772
27.605265,40,7350.892533
29.227346,40,7358.387525
1.8399879,3,7359.817914
29.516228,40,7361.528782
27.067823,40,7365.211791
9.560815,13,7368.130727
30.086529,40,7371.035542
27.912088,40,7381.677363
1.8423864,3,7383.409814
27.490005,40,7387.322759
28.66991,40,7391.318253
28.336681,40,7394.162744
30.938578,40,7406.145542
29.716364,40,7410.249971
29.604471,40,7414.761148
27.270418,40,7418.027637
28.863806,40,7427.260186
29.248072,40,7431.026775
27.13845,40,7433.780388
27.07039,40,7436.712615
29.46755,40,7449.258903
27.734678,40,7453.263171
28.890238,40,7457.404064
27.694025,40,7460.247526
27.955088,40,7473.380962
27.33779,40,7477.525286
27.360125,40,7481.289408
28.76068,40,7483.217863
8.509368,13,7487.085934
28.182901,40,7492.59624
29.138597,40,7495.649991
29.205265,40,7501.566021
28.09141,40,7506.062958
29.49415,40,7513.436262
29.205263,40,7517.470038
28.444126,40,7523.77359
25.380821,35,7524.935251
25.114859,38,7531.8733
27.42677,40,7536.096972
27.360218,40,7541.118399
29.82033,40,7542.485584
29.7386,40,7549.732278
27.115562,40,7554.737198
29.97787,40,7561.619485
9.600528,14,7562.774872
29.271927,40,7563.370558
10.267844,15,7568.303732
29.42598,40,7570.500214
29.627483,40,7581.284479
29.737053,40,7581.876075
28.805264,40,7588.705122
27.227333,40,7591.054438
9.089026,14,7596.707263
29.51637,40,7602.782171
29.803627,40,7603.152733
28.225178,40,7610.30515
28.177233,40,7614.956299
8.732629,12,7615.717937
29.76081,40,7620.708356
30.26893,40,7621.092773
4.758605,6,7622.974104
27.338028,40,7634.44961
26.960806,40,7635.664437
27.205254,40,7642.512177
27.823057,40,7645.447282
27.801897,40,7654.737306
29.822704,40,7655.524952
27.580454,40,7660.861224
30.581125,40,7662.750262
29.11407,40,7672.139373
27.894138,40,7673.206642
5.201767,8,7676.256359
28.999962,40,7678.234627
27.292233,40,7681.211683
27.737965,40,7693.496524
27.494143,40,7698.74603
27.538588,40,7701.062441
30.16068,40,7703.105177
29.205263,40,7714.710998
28.513634,40,7720.424556
27.070007,40,7722.696048
27.777798,40,7726.984344
26.87192,40,7740.033252
26.938587,40,7746.146366
28.360144,40,7747.739661
27.510328,40,7751.38849
29.470041,40,7762.974143
27.827345,40,7768.515743
29.91218,40,7770.746478
27.848873,40,7773.613412
31.046268,40,7783.332111
2.935922,5,7785.253986
28.09332,40,7787.388865
27.15862,40,7789.601784
28.046171,40,7791.633165
16.738592,24,7802.995714
27.533318,40,7804.132337
28.292645,40,7807.067633
27.627474,40,7809.459464
10.731849,15,7812.97736
15.738461,22,7818.581866
27.782333,40,7823.737356
29.310263,40,7828.646077
10.289646,13,7829.491756
27.336555,40,7831.010442
27.575111,40,7836.429375
14.757321,21,7837.569142
28.203758,40,7848.638632
29.866695,40,7850.903817
29.494156,40,7856.592093
28.560818,40,7857.724542
29.116373,40,7867.01608
29.336952,40,7868.63565
28.908451,40,7873.978481
30.358896,40,7875.079847
28.821285,40,7885.507328
28.20511,40,7887.813793
27.338566,40,7895.272714
27.64159,40,7896.85017
26.848898,40,7906.039009
28.18027,40,7908.328717
29.40131,40,7916.330573
13.200025,18,7917.88566
28.068491,40,7918.720893
6.647807,10,7923.04964
10.894143,16,7927.252266
28.910728,40,7932.591452
7.9594674,11,7933.934445
3.5083752,5,7936.230089
29.579775,40,7940.215714
28.33845,40,7947.220011
29.15892,40,7955.195671
30.245071,40,7956.359455
28.20362,40,7959.7425
28.292252,40,7964.573079
29.580843,40,7973.032928
27.89265,40,7974.193091
28.849703,40,7976.857143
27.891949,40,7983.964217
29.758629,40,7994.153288
27.778524,40,7995.506527
1.5600122,3,7996.70337
29.156609,40,7998.241717
27.758604,40,8003.717492
29.024925,40,8012.144649
28.381126,40,8015.59968
29.560822,40,8017.307125
27.337778,40,8024.278575
27.247383,40,8035.823791
29.243843,40,8039.391347
28.249708,40,8041.638327
29.870432,40,8048.307604
29.381538,40,8058.671016
28.494144,40,8061.879231
29.894152,40,8063.613964
27.649563,40,8069.654978
27.225838,40,8077.951042
